"inf_classic_fd","gt_inf_s"
0.253485424588064,0.32312504458706
0,0.39698219763553
0,0.212339315014353
0.506970849176184,0.535464359601413
0.126742712294032,0.184642882621177
0.380228136882153,0.221571459145412
0,0.193875026752236
-0.887198986058308,0.341589332849177
0.506970849176156,0.406214341766589
0,0.230803603276471
0,0.295428612193883
0.760456273764277,0.470839350684001
0.253485424588092,0.129250017834824
-0.126742712294046,0.387750053504472
0.126742712294046,0.793964395271061
0.126742712294032,0.461607206552942
0.633713561470216,0.212339315014353
0.253485424588092,0
0,0.166178594359059
-0.253485424588092,0.350821476980236
0.887198986058308,0.304660756324942
-0.253485424588092,0.32312504458706
-0.126742712294032,0.360053621111295
1.52091254752851,0.258500035669648
0,0.276964323931765
0,0.203107170883295
0,0.193875026752236
0.50697084917617,0.350821476980236
0.253485424588078,0.0923214413105885
0.506970849176184,0.0369285765242354
0.253485424588078,0.221571459145412
-0.760456273764262,0.156946450228
-0.633713561470216,0.332357188718119
0,0.230803603276471
0.126742712294046,0.304660756324942
1.01394169835235,0.470839350684001
0.253485424588078,0.249267891538589
0.380228136882124,0.350821476980236
0.760456273764262,0.507767927208237
0.380228136882138,0.443142918290825
0.253485424588078,0.304660756324942
0.50697084917617,0.166178594359059
0.380228136882138,0.147714306096942
-0.380228136882138,0.24003574740753
0.633713561470216,0.304660756324942
1.01394169835235,0.544696503732472
0.50697084917617,0.406214341766589
3.29531051964511,0.729339386353649
0.380228136882138,0.590857224387766
-0.126742712294046,0.498535783077178
0.380228136882124,0.572392936125649
0.50697084917617,0.618553656780943
0.253485424588092,0.443142918290825
0.633713561470216,0.203107170883295
-0.126742712294046,0.24003574740753
-0.253485424588092,0.39698219763553
0,0.332357188718119
-0.633713561470216,0.535464359601413
-0.253485424588078,0.489303638946119
1.7743979721166,0.646250089174119
0,0.48007149481506
0.253485424588078,0.332357188718119
-0.126742712294032,0.424678630028707
0,0.498535783077178
0,0.415446485897648
-0.380228136882138,0.193875026752236
-0.253485424588078,0.212339315014353
-0.380228136882138,0.230803603276471
-0.126742712294032,0.276964323931765
0.126742712294032,0.258500035669648
0.253485424588092,0.276964323931765
1.39416983523448,0.517000071339295
0,0.286196468062824
0.253485424588078,0.387750053504472
0.50697084917617,0.341589332849177
0.126742712294046,0.424678630028707
0,0.276964323931765
0.380228136882124,0.120017873703765
-0.380228136882124,0.147714306096942
-0.253485424588078,0.230803603276471
-0.253485424588092,0.360053621111295
0.253485424588092,0.369285765242354
0.633713561470202,0.369285765242354
0.760456273764262,0.544696503732472
0.126742712294046,0.332357188718119
0.126742712294046,0.406214341766589
0.253485424588078,0.341589332849177
0.633713561470216,0.470839350684001
-0.126742712294032,0.332357188718119
0.253485424588078,0.193875026752236
-0.253485424588078,0.267732179800707
-0.253485424588092,0.212339315014353
0.253485424588092,0.295428612193883
0.50697084917617,0.378517909373413
0.50697084917617,0.369285765242354
2.15462610899873,0.470839350684001
0.380228136882138,0.369285765242354
0.126742712294032,0.415446485897648
0,0.387750053504472
0.253485424588092,0.535464359601413
0.253485424588092,0.378517909373413
-0.126742712294046,0.156946450228
-0.126742712294046,0.138482161965883
-0.126742712294046,0.230803603276471
0.380228136882138,0.295428612193883
-0.380228136882138,0.360053621111295
0.126742712294046,0.295428612193883
1.64765525982256,0.517000071339295
0.126742712294046,0.313892900456001
0.126742712294046,0.32312504458706
0,0.341589332849177
-0.253485424588092,0.415446485897648
0.50697084917617,0.249267891538589
-0.253485424588078,0.120017873703765
-0.253485424588092,0.156946450228
-0.50697084917617,0.24003574740753
0.253485424588092,0.221571459145412
