"","inflace","inflation","prices","cena.elektriny","cena.plynu","cena.zlata","cena.nafty","cena.benzinu","cena.nemovitosti","cena.bydleni","cena","cena.ropy","nakup.zlata","PC1","PC2","PC3","PC4","PC5"
"2004-01-11",5.53702247955589,73.6469991936178,-11.6596210180445,43.2130658955443,-8.42430415732608,-15.3261921297826,0.322403222378591,1.48388657981407,-3.17730041692712,-12.8472923476944,7.2623151463029,-0.518966753798814,-8.82054789032374,-1.37159415142619,5.6474345856451,2.52670693584993,-4.61085076606342,-1.49742586188353
"2004-01-12",6.61327277116019,-17.407018628213,-3.31436277271359,-13.4952254051573,-9.06291138769773,-16.266179194922,0.27088443604464,-0.468670653550675,-2.87596608288315,-9.86496175565022,7.05159723816688,-24.3528571236847,-9.54833390222526,-0.313194353950244,-0.160713885843095,0.504316136029413,-0.924447049193113,-0.718085880887733
"2005-01-01",0.407402823033745,7.6940863385871,-32.6802449934559,-10.0643852435306,-12.0694530939555,10.7813150108423,0.615755016920495,-0.157275148632841,29.5802139941721,86.080023973688,-0.656877956862779,22.4659084266074,-13.3177995578873,1.35686533556383,5.40211445193792,-3.92282047396916,5.67081862474535,-3.54903357803372
"2005-01-02",-28.5278533790915,49.9605929752779,16.8707849126046,-9.80939335756353,-8.6208573879767,12.5128363178504,0.226239724037286,-1.90848691419113,-8.75950683788348,-7.41429644195361,-2.97741182429107,-19.4206733250484,-8.52508162142475,-1.36963428068291,-0.729526919007463,4.26885052649901,-1.60468966531782,-3.35775409723176
"2005-01-03",6.8505714279188,-1.29760870760133,18.5616606968854,-5.31030139960821,-6.49042872942894,-22.1888410398232,-3.95244136523965,-6.74019954401618,-11.8036033303662,-9.16632487362213,-6.37775299158434,-26.2170570936984,-12.9812418533483,-3.03171752263593,-1.71279937022504,1.40669453555077,-0.257030410500722,-1.75992663147637
"2005-01-04",24.6065486959542,-19.0077868235036,9.06641589407958,-8.5066217120568,-4.54852362822251,9.6019806722276,0.509807136041694,-5.13032368453181,-10.9946083568046,-7.82736605646574,-4.04533634157153,6.02773621018937,18.942819911508,-0.314190943120528,-2.15703711283385,-2.41962804565192,-0.0119658631391042,0.940046262311482
"2005-01-05",-4.53220380567852,-15.7179607398743,-2.00777444506668,-5.07137092855572,35.4460192853561,3.60330347022179,0.445747898942578,-7.15201286425568,-10.3434994396881,-11.6462866874775,-1.34449762574594,-14.9906163979651,33.4984699979132,-0.921457555862506,-2.19705779348063,-1.22482551035518,-1.16475195407362,5.25242944998846
"2005-01-06",1.38855143689079,-12.881960054043,-5.04422955571631,-2.12270475222142,-0.980784445685321,-12.7021601193081,-1.63766177241956,-6.53010957373181,-10.3943383577114,-6.36470005623323,-1.46279868919292,-15.3337969415746,28.0519674872922,-2.133988976003,-0.423448324327518,-1.41917575083614,-1.99107603533869,2.06551518733515
"2005-01-07",-16.3222617048219,-9.25648745849847,-4.87017624605494,-1.91087350664396,-0.460225951322531,40.3081737684516,-2.61580632269294,27.9865365761592,51.9758767848339,-4.87257359264833,-0.528470249022639,29.0072209902841,-9.23664267008774,4.87173995488625,-0.372574996516293,-1.39852475473296,3.15786958256892,-0.431613039742258
"2005-01-08",11.3798519174096,-9.10763040284705,-0.615094596685225,19.2153609367063,-1.89477083563633,9.39709267218948,-1.45142710240191,-6.73023341697783,-11.1444907283207,-6.64183308648821,-0.895990953696355,14.5037521786223,-11.0894275118887,-0.270488797597284,-0.0263563633788997,0.729727486007583,1.29571881172156,1.0052181243009
"2005-01-09",16.8714395148924,7.56754162017751,2.21894651381169,-5.55317509490437,-11.434578104921,-11.8824039295854,-0.0238876432660458,24.4477390642222,-13.3701178506267,-4.67425155722545,3.57859243276285,-9.99970640758883,-6.99485923477573,1.04786018795565,1.81085602792622,0.578912250997381,-1.22017837851274,-1.81281876505824
"2005-01-10",-3.42752063788575,10.641545212508,0.620172103726631,-6.12876181830186,-21.2116218274554,-13.189057404212,8.62387755439817,-5.83650757206343,-15.2395581056513,-6.59501452821408,7.06890125070321,15.2054175579319,-5.10341927237818,0.973092195008396,0.378643446868346,1.51321828608026,-2.66529227083236,-2.23841580666204
"2005-01-11",7.37877821703393,8.61029874735901,-9.08388051385487,-9.75696994148886,-13.6202667269773,-8.81152337931386,0.534797455187351,-5.64706882116246,19.6804758179182,34.957906555594,0.874999066796548,-7.0631664699816,-4.1067170500542,-0.584987865150544,2.28410621584574,-2.27622319223672,1.08031668185903,-2.86506985930949
"2005-01-12",0.453935975321727,-7.95552533399746,4.79669179880131,7.02237347660067,9.26699208234334,-7.07116622050501,0.100767703272177,-7.20215559649956,21.3263277220486,-5.86465288253319,5.89111508729091,-6.96216196581695,-1.97907569597867,0.357084153883048,-0.616608292609079,-0.497823521389123,-0.546959166741453,0.952886861292474
"2006-01-01",-19.7530265061212,-0.366226626723003,5.96612364538428,15.9408483570185,8.78631641577791,-7.34332779079254,0.0631273185668098,-6.49328963355409,-24.8729746308098,-11.7245571833664,-1.59052617910838,-8.20850154147437,-2.89311398566363,-1.62908648932115,-0.686001838356178,3.56729845376906,-0.777489392206741,1.87856177530021
"2006-01-02",2.75933401167005,-12.8727339786108,-5.44336543171119,-6.33407541756907,12.0555954732644,6.75036033565487,-0.647360459109652,-6.07284115119752,10.6890539929998,-5.77590745210313,-4.49284852637119,-3.04063076700554,2.28976997636874,-0.48687020650389,-1.38731118786693,-1.41523493080828,1.20894690499042,1.39045685076468
"2006-01-03",-8.41462446140316,7.09605034993132,1.28699136941369,-3.36489912016836,24.0067074833198,13.4108497974206,-5.14701403317984,4.26710646689228,-21.4532930436178,28.9150342631332,-0.474978173498968,-10.7825620095309,-1.77622422998501,-0.319477809866293,0.612808600854004,1.39477655084819,2.41577632420467,1.18694841947221
"2006-01-04",-9.29738880467128,0.505063050200105,-8.15678273087568,15.588356897156,-17.7245813795615,-9.42576205551805,-0.69555256469123,21.4269717262416,26.810652709978,-7.28131120139527,-0.672764121027235,4.79347180813352,0.0046856348732176,1.07800811380707,2.27814389715894,-0.476041595492243,-0.811444790752744,-0.805478534495195
"2006-01-05",2.92511708239242,3.9140799500004,12.8204976324945,-4.82681598956986,-20.4032324300706,-4.05187282251329,-0.770398834583077,2.95527194638266,8.91671240712869,-11.6355361140919,-2.50212800274271,6.10635971375571,-0.582816178719677,0.0420138949697948,-1.10320700555381,-0.349124132215661,-1.01598862739896,-2.38064203710061
"2006-01-06",-6.79950230421657,3.27009796870986,-18.5425849738582,-1.46508674737934,29.1445805615351,-3.09380218617507,-2.93777364136789,-4.8324959859044,19.9592271221318,-7.34715713348885,0.670663407419347,6.55716747445776,-0.247920468447538,0.160783192154061,-0.17556096215814,-1.43376273879518,0.177956518669453,2.22977107140669
"2006-01-07",6.84430992489239,7.41558789713256,21.3048408401001,-0.840192435945664,-16.360244221455,-8.81993407254734,4.00011667293604,-7.7255210588243,-12.5772041022965,-6.84823832054513,-2.10391567880134,-7.30782628937187,1.24486759506566,-1.19240486854974,-1.21080946171116,1.03537278019609,-1.6364924132924,-1.85076252530746
"2006-01-08",7.29679551606986,10.8114874738501,-4.12563799478621,-8.38658806688208,-15.8049564560964,3.97781651998839,-2.95590777126876,-3.48789068036215,-6.66855541350011,13.1029083402837,0.817663889598037,-6.17594131277438,-1.77474018039912,-0.985977117158505,1.07056475876136,-0.314531180595996,0.242501136788373,-2.06887691481454
"2006-01-09",9.53875508249857,-7.26629798205922,16.0228426314547,-1.8277541727795,24.6450689242913,21.4071516070114,4.35122802337128,-3.35551782756295,-5.86516633385507,-7.20910397578477,-4.41865245086966,-7.0440461107263,1.15300516305004,0.452833882173824,-2.51188750431478,0.292617628694135,1.49301929918798,2.12416741180181
"2006-01-10",7.31501403031339,-7.33020692171235,-9.77054956048559,-1.55538808449952,10.0975743177943,3.53105017866182,3.95918789421631,-0.436558838946481,-4.8164425392384,27.0493269933014,1.29667352374838,23.5687017668787,0.783617557850783,1.61763478389009,1.15613042499726,-1.59986086468313,1.84052756168037,0.739058987461357
"2006-01-11",-6.80346801417395,-3.49936591884501,4.33078004007771,2.66435660399095,4.91847853430978,-6.66086375016294,-1.1696975318137,0.956085536856546,-3.97824456602776,-7.21855798281567,4.32778849651942,-5.29225834895055,-0.480507787422049,0.160008820664043,-0.422580894281634,1.12613956385391,-0.922294526796366,0.728978888145987
"2006-01-12",-1.85551066919424,-3.65585277380499,-10.6155047811977,-0.652823654307904,-10.6543249029967,-6.62681290628351,3.48764831777924,-0.822130337621001,-2.13073345990766,-5.04420671299924,7.20333181974744,-6.10541603202172,-0.173998172586395,0.36788129867753,1.1878284480929,0.492162234628595,-1.45941248748838,-0.104981172541097
"2007-01-01",-3.18967356394528,-7.65721684013405,-15.2729300685463,0.169127549721493,8.40493718381068,-1.60528079150046,-1.45861646541803,7.66360652618403,-9.12837661077633,7.09279969411116,-1.41888214391819,9.73408220508505,-2.90916820151124,0.422911474294124,1.06733159942019,-0.113580877658974,1.21291283766436,1.13679074143329
"2007-01-02",-14.7988729944393,-6.70691355842185,-0.762215960759352,-2.02844911728931,-1.32427433075939,-8.65534260630686,1.13858814298776,-1.03923898800968,-5.36330850437737,-2.72927741191186,-2.96469758927349,5.09374231650882,1.89925313346504,-0.355493509261031,-0.681396185752409,0.707841683365561,-0.274868502687169,0.262916468447143
"2007-01-03",-7.09439141579791,10.7186814037203,1.88834402524791,0.0180742876881284,-17.3716528927605,18.861396914205,-6.05337304500017,-4.82258536647015,-7.30261605840555,-3.80906253396181,-3.59032033449376,-12.4563995890616,-2.54120369994482,-1.90760356275463,-0.262461822255083,1.51086782259077,0.525425310321162,-1.33849352282113
"2007-01-04",17.8496611296796,6.26531439871363,-1.59775765402064,5.9537465072028,0.818945451925604,-9.88345556148474,-1.26748804769279,4.66061095276016,24.3120005154842,-2.28553811182178,-1.69604964366849,-7.46476336993704,7.23970616754944,-0.412633246895136,1.03589670376521,-2.69276386095542,-0.759183792417251,-0.143743892326632
"2007-01-05",7.89898390548886,-5.18804840676149,0.337195130370361,-3.47901017733286,22.0621816089838,3.58219304876887,-1.00791078876587,-3.48775776721776,-4.23126896707122,-5.9198931378499,-4.43335688703044,5.26372693714531,-1.34779564340742,-0.188400760674071,-1.50794306099127,-0.687335296982232,1.08725699110626,1.6762216164414
"2007-01-06",-2.62015914660804,6.22854758803318,1.87106215404079,-1.14772362697392,-10.1328679790621,-2.11630676632768,6.09705819852182,-2.83947794767179,10.3932366993845,-1.74315839210191,-3.09671444353486,11.2798389730981,-0.973365070297635,0.408716849792574,-0.15447541050807,-0.408113662632987,-0.449999416412509,-1.34946619280271
"2007-01-07",-3.77087058298699,3.43461549254108,-5.38456240197776,-1.55327200737183,-8.38055534170389,5.50099089586527,-0.692707693101745,0.703544731241336,-6.5612035735912,-1.35588381401329,-1.70744249642202,-2.0198505154808,0.558957856053209,-0.561593313408891,0.402511223901314,0.508460106538186,0.0202756399155534,-0.407167728919139
"2007-01-08",-7.50945202388494,-4.84732359652176,16.1064705739812,-9.81377754399454,-7.68564715002722,-6.54503888708778,-2.4707867362073,-3.02415880609568,-2.61333632968649,-3.82589091958477,0.249528097204063,-5.6594743872556,-2.29051853719342,-0.45568842369829,-1.92919991521112,0.929028846016581,-0.46236072760133,-1.31637257824539
"2007-01-09",-7.45855948953166,-5.60294771821145,-3.82353698893269,15.0309464444218,-4.09600134332145,7.0405158244464,-0.985705540468009,-3.85711986909565,-3.77072869493312,-2.55905700205359,1.04860278196307,-6.29908803357981,0.807358188473885,-0.742036350462116,0.602001244354898,1.1895845118359,0.17601563709559,1.19754558081204
"2007-01-10",-4.29869888279669,5.7433556605559,-3.01657971870367,4.21778426630822,21.5137433962674,-7.47188847700063,-1.37898942019632,-2.02831174468018,6.29607121200754,10.6974801258185,2.68642909470044,-11.8518118962497,0.621654276406124,-0.34444022330893,0.755300688413136,-0.0928359733728538,0.114466798296699,1.36576106943863
"2007-01-11",6.9664207316361,0.984408981843711,-2.3149006559711,-0.647999311594835,3.49188695886866,0.69989472107711,4.49088140320034,-1.72581823307816,-3.84765470245782,3.42770130848734,5.64004440559081,14.1217562476462,-0.458787375735216,1.52101391484586,0.40394794783728,-0.363874939870849,-0.429163553828081,0.221889118709499
"2007-01-12",-5.75496538149459,-3.75157479303847,5.79515864153043,-2.6484746614548,-0.459590131817338,-4.25972421913263,-1.02657631045215,15.9023610901,-2.1657457687124,6.27983269153314,3.67812802472118,3.16258478697713,-0.148159874988753,1.62581872112505,0.421127784380898,0.514431057307548,-0.101068916545683,-0.358458508878788
"2008-01-01",5.24152826564398,-8.33243577928973,-3.80592252704126,5.49018145101349,-16.7790016983894,3.76813811156125,1.85235534310517,-0.205506848439238,3.67100890804425,-9.90538078812708,-1.78154564304211,3.85606924648597,-2.87921201800278,-0.0842883554184348,0.195120922705689,-0.186048615958842,0.0679994054729971,-0.472346115198769
"2008-01-02",20.767554906071,2.97308048725572,4.48075029460854,-2.95191353087675,-0.348739741855439,3.02053906275516,-1.95206984010979,6.7162698157553,12.6280416325123,-4.19875603405499,-1.62966395373712,5.6086076912106,1.87364861548107,0.637738313092994,-0.222137574964296,-2.16678470823606,0.13591344751921,-0.670366991767995
"2008-01-03",1.60726255563356,2.75388843423108,-4.09273100552131,-0.149908440778743,1.76335516724753,-3.16025865073266,-6.54566081971847,-9.44245438431691,-7.11930130344673,-6.74983929600981,-1.55758956429711,-13.5486558810589,-2.6223689194212,-2.29129257285391,-0.377418343112754,0.402499827147165,-0.0741944156666259,0.26701141495568
"2008-01-04",0.703372662649365,6.02869354648015,2.94616155680675,-4.37135352426353,8.52608807017351,-4.92352530463936,-0.0623019887321004,-7.14341108570959,-5.30981342658424,8.29444861799757,0.348699065371555,-5.22046940392204,-0.917382054176109,-0.6880577111591,-0.244177884113994,0.110410276510776,0.0348676521668008,-0.0621636020202507
"2008-01-05",-2.09524700000302,-7.69649714173928,-1.59389141720563,-1.96122751179863,-9.65854121452837,-0.476290872602706,4.89474910387381,5.5240671736895,-3.65821160616692,-9.81914291616318,0.623409760853008,10.8445711611726,7.41919313261785,1.11552834452608,-0.189162327067492,-0.112102239525044,-1.08651381782951,0.151940766817149
"2008-01-06",3.9470847948476,1.6119729607655,5.10883032509921,0.839255960418374,12.1899580365577,2.24128739115245,2.81472748743799,2.44968319117518,-2.9136016937573,16.6939236826581,-3.06656431910109,-2.31064303085633,-1.31069065344852,0.230171752742759,0.326650863836512,-0.179607053585502,1.37692778938651,0.354017098000516
"2008-01-07",-7.64215179458382,-6.29008502701648,0.0220604877150521,0.902904501878537,-5.01418048695199,3.2746631321971,-0.160029007909069,-6.72995793197198,-5.74793772077911,4.41753011381997,1.29609110456207,-2.78165874741699,0.117317913726156,-0.482250673102368,-0.211502922125599,0.785501300360728,0.290006614157062,0.143748675707529
"2008-01-08",-7.00418948956749,4.36804580601122,1.74248614934046,-7.33377565680769,-5.73433953614054,-9.09764317008324,-1.18510946070467,-1.23485462451158,-2.0797705426024,1.49754299833408,-4.64297572796088,3.54782495629648,-2.79525805823457,-0.823488533819689,-0.520572239391244,0.179429210432411,-0.0286844937273664,-1.32107643958661
"2008-01-09",5.42324679070009,10.5524916064121,-5.95812872790694,6.53477370954509,-3.55976097029999,4.16163502212365,1.05297032534457,4.15499115728587,7.48313702642295,7.31439690595084,-1.73993846935092,-2.12268111453946,0.239519088718644,-0.0950601275693359,1.67850692171371,-0.65436526623408,0.329386465034629,-0.445148461650676
"2008-01-10",-10.4758380769486,4.75513158940483,2.84833646787853,2.25672590950778,-5.61190971569333,9.50044583433201,-3.32555403208883,1.18429892633225,8.53414947342969,-5.16475049552974,0.102555566890132,-2.54273679408255,0.196384294317931,-0.0972911521755357,-0.34448473895697,0.628849217437154,-0.0445884660250203,-0.399585239490168
"2008-01-11",6.73033606310059,-7.14747848508195,1.54952345616755,-1.07394329031905,-7.29565963807426,3.52344414606513,-0.440923686397253,-0.312707917434816,-5.6253639009696,-4.17021384221362,3.26083860128417,-3.4365004670598,3.25851175984364,0.117380406869973,-0.157131278699405,-0.0554696249806419,-0.429015176709548,0.0891496881730971
"2008-01-12",8.5124806116518,0.306890479245528,0.631419822895246,-1.66482865167134,2.40478563474883,1.82010802379946,-0.632419880939112,2.76767858951191,-4.77756396898533,-1.69413213512234,6.28495750893374,11.6260705669179,-0.242359138304654,1.38591787724065,0.0570898362274549,-0.304058813384474,-0.519825580748064,0.124261829472267
"2009-01-01",3.01250492047225,-6.08361776779607,0.00217572354972617,-1.11658255069537,21.7372964316858,-1.89574682756258,3.57247329172883,1.11201783474121,14.2250817060102,-6.25539529073709,2.81131912968966,10.3412975210736,-2.78490968021344,1.82911618281099,-0.856069734520535,-0.932759923746378,0.131754604873382,1.48412854158731
"2009-01-02",5.96527304655751,-1.00006095541668,-1.03098223275797,-3.28003421287917,6.72835061649064,-1.16732084788975,4.04562364013655,4.76664362791738,2.89638811045052,0.35504033283035,-3.31417326867579,-6.51935109972031,2.00449920204513,0.159389368917256,0.159430151343807,-0.683105905745347,0.245504171079107,0.394633844493435
"2009-01-03",-10.7682778182217,2.55878753739262,-1.92429431084532,-1.19938580307474,6.40123775386442,-2.87209353289865,-0.27039180784946,-3.6592314431732,-4.13668114553627,-1.29223205962913,-2.51947296690621,-10.2898017375084,-2.45497008408242,-1.08332261975909,-0.278160342693894,1.06402566722215,0.109961214832313,0.420511967779136
"2009-01-04",-0.207075013269545,4.67545925137012,4.54406853091581,8.95924991433024,-12.2218942485078,-10.9421967356407,-2.65760401523918,-0.463888131139169,-9.19454745863929,-0.33032973744773,-1.8315468767206,-5.11033573017182,-0.784399524935307,-1.47562734407963,0.601380070568046,0.867207653374419,-0.718921193178101,-0.815728640332314
"2009-01-05",1.45939802201445,3.79213516487914,-0.566514163663509,-4.25054327231511,-2.7923884385079,7.19820114756065,1.42887603899064,-0.900109858313365,2.58970017181251,-4.52630686343447,-0.775198720722209,-0.194015634877436,-1.48224064423932,0.140210997084326,-0.290838236319015,-0.0401357276638288,0.0294650365476405,-0.46550756501523
"2009-01-06",4.75351965689749,-6.48229649340494,-1.79497016992907,-1.75526192952345,-8.03027761268006,-3.90810516757042,-2.39858481860443,5.80186462651522,-6.46470402323748,-0.414934496092254,1.47750536497573,11.7844269452466,-1.27578192394794,0.586528819409684,0.206554141119299,-0.321555644036378,-0.0322171939180437,-0.479883848538027
"2009-01-07",0.416072907498481,0.0327437580242069,-5.81291775588362,2.00318448251136,12.679195438552,-3.69861400541199,-3.12078055511074,-0.601418029289024,2.90194584228111,-0.0930222964094016,-1.21716104570907,13.447068000839,5.0885691495845,0.0573467246342948,-0.163566827174392,-1.18354288925892,0.0933859650041059,1.20333515440796
"2009-01-08",1.50964208364577,-5.94429350451354,-1.27160973040899,3.69547723162234,-5.8826289011878,1.5362365696201,0.271756821990641,-1.2113129497978,-5.15365212518375,15.5836638340206,-0.340989131810382,0.64191870898959,-3.01302704420313,-0.189507950842949,0.849333421057672,0.0673714430686076,1.18740421940436,-0.297580546819237
"2009-01-09",-3.6073147649557,10.6049842003219,1.84865775619284,-0.507000494227677,-5.54971562589846,2.40267163913943,0.927454437936861,-3.92646539596953,18.6854902982001,-1.00280901244675,-3.62271312677876,-5.16322035740923,-0.167270119076819,-0.635954788030638,-0.119322856114982,-0.547822433350506,-0.0793175831349488,-1.14369933856845
"2009-01-10",-1.31891866976018,0.0443200036694726,-2.78046620151149,5.56258742036855,-4.72479773617563,-0.0809219108295043,2.69559674083094,-1.07511000516368,-7.10555067748706,-2.16623526250247,-0.0519462914688091,-9.8974201794645,-0.418131301107642,-0.618937009339146,0.707987774171839,0.940794251177346,-0.341460156280409,0.27170250479262
"2009-01-11",-5.92526356686683,-6.62159425046245,3.48513163328774,-7.42044606482472,3.46851897655961,-0.880327961273684,-1.27310625315001,0.249930772828729,-8.10711747458019,-1.85597745776148,1.83460954199413,-2.10532799495394,7.43626977678796,0.098954491638782,-0.980502838368408,0.255066697903177,-0.519420856610813,0.643313319615467
"2009-01-12",-5.88610051983862,1.69278523939908,1.82530184742176,-0.412140126348802,0.0955023155985568,5.30200060699636,0.425249178629581,-1.36595467413399,2.89060063546349,0.0552794317006036,4.68474198406206,1.94785909924156,-1.06768880622036,0.79212445616234,-0.144679985017182,0.551381431115479,-0.280356221516726,-0.0481123373300868
"2010-01-01",4.87094228745885,-0.83771248210846,4.45433159548256,-2.26470272554463,-0.645448821248609,1.47181044617003,2.51999397761898,5.28211261718586,11.0431644885184,-5.07080854154333,0.0371171392363507,-3.346297886385,-3.61332703298917,0.809462421727335,-0.231999593597599,-0.331302917885034,0.0198592619249763,-0.495998642824632
"2010-01-02",-0.586196383563667,-2.03995757198125,-6.11382414013084,3.39441201295205,4.60687141022718,-3.64816888447606,2.02644102905047,-1.36351001175271,-4.97799807840626,1.4793342888368,-0.392569535236838,1.20501548237022,1.29661213227521,-0.172373739138587,0.515159940035657,0.0306617310207078,-0.0363165921427742,0.855993484183287
"2010-01-03",2.27034595454933,-3.76691098142414,-2.54213399752391,5.29762682343696,-3.45897540572807,-7.20134687980387,-4.25627771591176,-5.08963350495804,-3.70353630575807,-0.228230896809987,-0.902063509574994,-1.15347316586873,0.95767312915347,-1.30568952567558,0.13245402620997,-0.229926568378234,-0.071985577243425,0.232161539006021
"2010-01-04",-1.87023454017507,5.3362186712513,4.72667299577902,1.01506085056634,15.0220217380023,-8.79743538115028,-0.545821186218095,-2.61762300880057,-0.65715468541009,0.769862961829218,-0.500556820276564,0.277794159186553,-1.316901471677,-0.260010718978684,-0.517944701431864,0.168471473381221,-0.212772383202402,0.589122212486833
"2010-01-05",-0.905544804567668,4.43935252345825,0.416534452741512,-2.63593402635459,3.55565669410479,13.8169772034467,-1.36167239490489,-1.77717755185132,2.23134087849272,-3.38992262769971,-1.73062806516535,1.44591557219965,-1.9598877509586,0.0176843955902119,-0.67334669655317,0.101543818803296,0.70951548578388,0.0504334234098427
"2010-01-06",-3.76181850576732,0.258426125804626,3.04577351287325,0.187126080844707,-6.98445643717326,13.532814339493,1.70596126223643,2.18300495166983,1.27218387790393,0.735187930690386,-0.44562844314644,-3.68234499866643,-1.74563763439477,0.375623194169952,-0.0276486826455548,0.702668587544389,0.571937265291782,-0.4540955995347
"2010-01-07",-1.24966059124903,-0.133028362135765,-2.11447900668401,0.273351257287165,-5.57720734304712,-5.4355510471712,-2.1211399595335,4.03793031455814,-0.265919062116289,1.07083832142112,-2.10799931751027,1.87359290593582,-0.373495164589884,-0.363001405743203,0.380486221227119,-0.167606198198682,0.0371850621057261,-0.50192712944928
"2010-01-08",-4.78183800710591,2.91702935227989,-0.641308324877674,-7.73226898663579,2.82435483630688,-6.14823033373752,1.00438075744864,1.64119276904031,-0.369439606884203,-1.26185502219684,4.06751440602034,2.12417040462537,-3.42844208701674,0.789718069569112,-0.120543365128093,0.406761894584656,-0.696828240129578,-0.42999894835312
"2010-01-09",-3.52454144771156,-1.5065979659313,-5.58917818194415,-1.63265970551975,-4.87934536931001,-2.22932512581661,-1.60693828672437,-2.86080230214047,-7.57821976080347,6.14229265728785,3.08513222068387,-2.62524187123449,5.46396410947035,-0.450286105275969,0.608648846585985,0.0676314768216385,-0.459734301890706,0.120080467765986
"2010-01-10",8.51221008992783,-1.94991304428958,-2.09558266100282,3.44166618098179,-7.5614475856755,0.772641780022003,-0.132988913796191,-0.70724666297091,6.70905977568513,-1.10070755782277,1.00168197849434,-5.41103775009139,-0.763126369023247,-0.239290644485171,0.591781550500875,-0.626905730897331,-0.0411146947215236,-0.337971367993267
"2010-01-11",5.65422063526505,-8.4984781801274,4.29273465244207,-0.536629332306171,-4.87515097902859,3.45879618538538,-1.39588483774304,2.91999436338521,-3.2141865092323,-0.870023718136672,0.2340207344578,2.32945837761754,3.11504541240957,0.272539447093966,-0.40893972207214,-0.371706717916968,0.20794317531923,0.0535984662425549
"2010-01-12",3.48585304112964,6.90718375227923,1.79720157648689,1.04305004118875,8.51590781342664,-4.13223124102489,3.04983032631448,-2.16123893886238,-1.19116032561343,0.800189980381693,-0.459464423837559,3.20484131624861,5.47367990356079,0.0792625137611838,-0.00892314021839241,-0.480368448585663,-0.676545255065374,0.516407443707284
